,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled,reservation_status,reservation_status_date,cluster,split,representation_id,method
38181,Resort Hotel,13,2017,July,27,8,2,1,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,214.0,1,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38182,Resort Hotel,173,2017,July,27,5,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,135.6,0,3,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38183,Resort Hotel,173,2017,July,27,5,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,135.6,0,3,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38184,Resort Hotel,173,2017,July,27,5,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,135.6,0,3,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38185,Resort Hotel,46,2017,July,28,9,2,0,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,Transient,165.0,0,1,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38186,Resort Hotel,6,2017,July,27,7,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,206.0,1,1,0,Check-Out,2017-07-11,0,val,R4_dropRedundant,kmeans
38187,Resort Hotel,179,2017,July,27,4,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,147.02,0,1,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38188,Resort Hotel,264,2017,June,26,27,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,121.5,0,0,0,Check-Out,2017-07-11,0,val,R4_dropRedundant,kmeans
38189,Resort Hotel,307,2017,July,27,8,2,1,1,2,0,BB,Other,Online TA,TA/TO,0,0,0,F,No Deposit,Transient-Party,168.6,0,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38190,Resort Hotel,307,2017,July,27,8,2,1,1,2,0,BB,Other,Online TA,TA/TO,0,0,0,F,No Deposit,Transient-Party,197.61,1,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38191,Resort Hotel,300,2017,July,26,1,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,129.26,0,1,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38192,Resort Hotel,130,2017,July,28,9,2,0,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,178.0,0,1,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38193,Resort Hotel,300,2017,July,26,1,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,127.26,0,1,0,Check-Out,2017-07-11,0,val,R4_dropRedundant,kmeans
38194,Resort Hotel,130,2017,July,28,9,2,0,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient-Party,160.0,0,1,0,Check-Out,2017-07-11,0,val,R4_dropRedundant,kmeans
38195,Resort Hotel,55,2017,July,27,4,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,165.1,0,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38196,Resort Hotel,226,2017,July,27,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,149.14,0,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38197,Resort Hotel,5,2017,July,27,8,2,1,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,260.0,0,0,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38198,Resort Hotel,125,2017,July,28,10,1,0,3,1,0,BB,GBR,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,274.0,0,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38199,Resort Hotel,160,2017,July,28,10,1,0,2,2,0,BB,PRT,Direct,Direct,0,0,0,Other,No Deposit,Transient,144.0,0,2,0,Check-Out,2017-07-11,0,train,R4_dropRedundant,kmeans
38200,Resort Hotel,160,2017,July,28,11,0,3,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,No Deposit,Other,198.0,0,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38201,Resort Hotel,216,2017,July,27,5,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,114.32,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38202,Resort Hotel,159,2017,July,27,4,2,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,127.5,0,2,0,Check-Out,2017-07-12,0,val,R4_dropRedundant,kmeans
38203,Resort Hotel,278,2017,July,27,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,108.24,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38204,Resort Hotel,168,2017,July,27,3,3,6,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,No Deposit,Transient-Party,123.5,0,3,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38205,Resort Hotel,153,2017,July,28,9,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38206,Resort Hotel,131,2017,July,27,6,2,4,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,223.33,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38207,Resort Hotel,3,2017,July,28,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,125.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38208,Resort Hotel,12,2017,July,28,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,Transient-Party,135.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38209,Resort Hotel,1,2017,July,28,9,2,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,139.0,1,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38210,Resort Hotel,14,2017,July,27,8,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,226.0,1,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38211,Resort Hotel,47,2017,July,28,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38212,Resort Hotel,27,2017,July,28,12,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,174.0,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38213,Resort Hotel,47,2017,July,28,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38214,Resort Hotel,27,2017,July,28,12,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,160.0,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38215,Resort Hotel,12,2017,July,28,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,Transient-Party,142.0,1,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38216,Resort Hotel,266,2017,July,27,3,3,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,104.25,0,1,0,Check-Out,2017-07-12,0,val,R4_dropRedundant,kmeans
38217,Resort Hotel,87,2017,July,28,10,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,202.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38218,Resort Hotel,0,2017,July,28,11,0,1,2,0,0,BB,CN,Direct,Direct,0,0,0,E,No Deposit,Transient,130.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38219,Resort Hotel,192,2017,June,26,28,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,108.56,0,0,0,Check-Out,2017-07-12,0,val,R4_dropRedundant,kmeans
38220,Resort Hotel,18,2017,July,28,9,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,2,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38221,Resort Hotel,121,2017,July,27,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,123.5,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38222,Resort Hotel,2,2017,July,28,11,0,1,2,1,1,BB,FRA,Direct,Direct,0,0,0,Other,No Deposit,Transient,154.0,1,2,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38223,Resort Hotel,327,2017,July,27,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,106.24,0,2,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38224,Resort Hotel,144,2017,July,28,9,2,1,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,196.0,1,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38225,Resort Hotel,335,2017,July,28,10,1,1,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,228.0,1,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38226,Resort Hotel,0,2017,July,28,11,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,No Deposit,Transient,115.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38227,Resort Hotel,3,2017,July,27,8,2,2,3,1,0,BB,ESP,Direct,Direct,0,0,0,Other,No Deposit,Transient,279.0,1,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38228,Resort Hotel,3,2017,July,28,10,1,1,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,193.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38229,Resort Hotel,0,2017,July,28,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,135.0,0,1,0,Check-Out,2017-07-12,0,val,R4_dropRedundant,kmeans
38230,Resort Hotel,0,2017,July,28,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,135.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38231,Resort Hotel,14,2017,July,28,10,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38232,Resort Hotel,10,2017,July,27,8,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,No Deposit,Transient,177.0,0,0,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38233,Resort Hotel,182,2017,July,28,12,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient-Party,0.0,1,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38234,Resort Hotel,182,2017,July,28,12,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,Transient-Party,0.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38235,Resort Hotel,182,2017,July,28,12,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient-Party,0.0,0,1,0,Check-Out,2017-07-12,0,train,R4_dropRedundant,kmeans
38236,Resort Hotel,316,2017,July,27,6,2,5,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,131.59,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38237,Resort Hotel,328,2017,June,26,29,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,123.5,0,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38238,Resort Hotel,0,2017,July,28,12,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,8.0,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38239,Resort Hotel,328,2017,June,26,29,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,121.5,0,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38240,Resort Hotel,272,2017,July,27,3,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,136.45,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38241,Resort Hotel,153,2017,July,28,9,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,106.85,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38242,Resort Hotel,149,2017,July,28,10,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38243,Resort Hotel,5,2017,July,28,12,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,No Deposit,Transient,73.95,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38244,Resort Hotel,5,2017,July,28,12,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,73.95,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38245,Resort Hotel,5,2017,July,28,12,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,100.0,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38246,Resort Hotel,152,2017,July,27,4,2,7,2,0,1,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,Transient,149.0,0,3,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38247,Resort Hotel,152,2017,July,27,4,2,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,Transient,151.0,0,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38248,Resort Hotel,152,2017,July,27,4,2,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,Transient,151.0,0,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38249,Resort Hotel,167,2017,July,27,4,2,7,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,155.33,0,1,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38250,Resort Hotel,272,2017,July,27,3,3,7,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,119.85,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38251,Resort Hotel,153,2017,July,28,10,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,154.76,1,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38252,Resort Hotel,176,2017,July,27,6,2,5,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,130.03,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38253,Resort Hotel,149,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,116.5,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38254,Resort Hotel,0,2017,July,28,12,0,1,2,1,1,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,126.0,1,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38255,Resort Hotel,193,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,104.85,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38256,Resort Hotel,3,2017,July,28,10,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,89.6,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38257,Resort Hotel,163,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,106.35,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38258,Resort Hotel,153,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,116.5,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38259,Resort Hotel,205,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,106.35,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38260,Resort Hotel,192,2017,July,27,2,4,7,3,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,203.18,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38261,Resort Hotel,212,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,118.0,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38262,Resort Hotel,102,2017,July,28,10,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,211.0,0,2,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38263,Resort Hotel,152,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,118.0,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38264,Resort Hotel,212,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,123.5,1,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38265,Resort Hotel,151,2017,July,28,9,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,118.0,0,1,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38266,Resort Hotel,176,2017,July,27,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,93.54,0,0,0,Check-Out,2017-07-13,0,val,R4_dropRedundant,kmeans
38267,Resort Hotel,0,2017,July,28,12,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,Other,No Deposit,Transient,154.0,1,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38268,Resort Hotel,0,2017,July,28,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,8.0,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38269,Resort Hotel,182,2017,July,27,5,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,103.05,0,0,0,Check-Out,2017-07-13,0,train,R4_dropRedundant,kmeans
38270,Resort Hotel,166,2017,July,27,7,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,151.19,0,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38271,Resort Hotel,97,2017,July,27,7,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,Transient-Party,178.29,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38272,Resort Hotel,256,2017,July,27,7,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,156.51,1,2,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38273,Resort Hotel,335,2017,July,27,4,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,154.5,0,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38274,Resort Hotel,311,2017,July,27,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,104.85,0,1,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38275,Resort Hotel,311,2017,July,27,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,104.85,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38276,Resort Hotel,183,2017,July,27,5,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,139.78,1,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38277,Resort Hotel,152,2017,July,28,11,0,3,2,0,0,BB,Other,Direct,Direct,0,0,0,F,No Deposit,Transient,165.0,0,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38278,Resort Hotel,166,2017,July,27,4,2,8,3,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,180.02,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38279,Resort Hotel,164,2017,July,27,4,2,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,140.0,1,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38280,Resort Hotel,30,2017,July,28,11,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,194.0,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38281,Resort Hotel,7,2017,July,28,13,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,145.0,0,0,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38282,Resort Hotel,0,2017,July,28,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,No Deposit,Transient,130.0,0,0,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38283,Resort Hotel,158,2017,July,27,8,2,4,2,2,0,BB,ESP,Direct,Direct,0,0,0,Other,No Deposit,Transient,144.0,0,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38284,Resort Hotel,155,2017,July,28,10,1,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,1,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38285,Resort Hotel,21,2017,July,28,11,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,158.0,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38286,Resort Hotel,98,2017,July,28,11,0,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,199.0,0,1,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38287,Resort Hotel,5,2017,July,28,11,0,3,2,1,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,165.0,1,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38288,Resort Hotel,98,2017,July,28,10,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,193.0,1,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38289,Resort Hotel,148,2017,July,28,9,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,92.4,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38290,Resort Hotel,94,2017,July,28,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,173.0,1,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38291,Resort Hotel,1,2017,July,28,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,120.0,0,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38292,Resort Hotel,19,2017,July,28,10,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,194.0,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38293,Resort Hotel,21,2017,July,28,12,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,No Deposit,Transient,167.25,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38294,Resort Hotel,13,2017,July,28,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,0,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38295,Resort Hotel,1,2017,July,28,13,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,120.0,0,3,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38296,Resort Hotel,4,2017,July,28,10,1,3,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,164.0,0,1,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38297,Resort Hotel,11,2017,July,28,11,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,174.0,0,1,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38298,Resort Hotel,33,2017,July,28,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,160.0,0,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38299,Resort Hotel,160,2017,July,28,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,165.0,1,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38300,Resort Hotel,0,2017,July,28,13,0,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,105.0,0,0,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38301,Resort Hotel,160,2017,July,28,10,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,120.0,0,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38302,Resort Hotel,0,2017,July,28,13,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,120.0,0,2,0,Check-Out,2017-07-14,0,train,R4_dropRedundant,kmeans
38303,Resort Hotel,0,2017,July,28,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,96.0,0,1,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
38304,Resort Hotel,148,2017,July,28,9,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,92.4,1,1,0,Check-Out,2017-07-14,0,val,R4_dropRedundant,kmeans
